Year,Performing/Funding,Country,Region,Sector,Source,Source sub-category,Product group,Unit measure,Observation status,Unit multiplier,GeoCode,Value
2010,Funding research and development,,,Higher Education,,,,Percentage (%),Undefined,Units,,0.0016645664359289881
2010,Funding research and development,,,Private Non-Profit,,,,Percentage (%),Undefined,Units,,0.07811132127118622
2010,Funding research and development,,,Overseas,,,,Percentage (%),Undefined,Units,,0.2985122475099319
2010,Funding research and development,,,,UK Government,,,Percentage (%),Undefined,Units,,0.08674240649452172
2010,Funding research and development,,,,Overseas total,,,Percentage (%),Undefined,Units,,0.23359415650870138
2010,Funding research and development,,,,,European Commission grants,,Percentage (%),Undefined,Units,,0.003822337741762862
2010,Funding research and development,,,,,Other Overseas,,Percentage (%),Undefined,Units,,0.2297718187669385
2010,Funding research and development,,,,Other UK Business,,,Percentage (%),Undefined,Units,,0.04426513707396347
2010,Funding research and development,,,,Own funds,,,Percentage (%),Undefined,Units,,0.6244590159083231
2010,Funding research and development,,,,Other,,,Percentage (%),Undefined,Units,,0.00018495182621433204
2010,Performing research and development,,,,,,"Agriculture, hunting and forestry; Fishing",Percentage (%),Undefined,Units,,0.006288362091287289
2010,Performing research and development,,,,,,Extractive Industries,Percentage (%),Undefined,Units,,0.009370892528192823
2010,Performing research and development,,,,,,Food products and beverages; Tobacco products,Percentage (%),Undefined,Units,,0.018865086273861867
2010,Performing research and development,,,,,,"Textiles, clothing and leather products",Percentage (%),Undefined,Units,,0.0006781566961192175
2010,Performing research and development,,,,,,"Pulp, paper and paper products; Printing; Wood and straw products",Percentage (%),Undefined,Units,,0.001726217044667099
2010,Performing research and development,,,,,,Refined petroleum products and coke oven products,Percentage (%),Undefined,Units,,0.004500494437882079
2010,Performing research and development,,,,,,Chemicals and chemical products,Percentage (%),Undefined,Units,,0.041059305419581714
2010,Performing research and development,,,,,,Pharmaceuticals,Percentage (%),Undefined,Units,,0.2880932946331912
2010,Performing research and development,,,,,,Rubber and plastic products,Percentage (%),Undefined,Units,,0.004932048699048855
2010,Performing research and development,,,,,,Other non-metallic mineral products,Percentage (%),Undefined,Units,,0.003452434089334198
2010,Performing research and development,,,,,,Casting of iron and steel,Percentage (%),Undefined,Units,,0.001726217044667099
2010,Performing research and development,,,,,,Non-ferrous metals,Percentage (%),Undefined,Units,,0.0053019523514775185
2010,Performing research and development,,,,,,Fabricated metal products except machinery and equipment,Percentage (%),Undefined,Units,,0.005733506612644293
2010,Performing research and development,,,,,,Machinery and equipment,Percentage (%),Undefined,Units,,0.04987534246913154
2010,Performing research and development,,,,,,Computers and peripheral equipment,Percentage (%),Undefined,Units,,0.009679145571883376
2010,Performing research and development,,,,,,Electrical equipment,Percentage (%),Undefined,Units,,0.03162676228265078
2010,Performing research and development,,,,,,Consumer electronics and communication equipment,Percentage (%),Undefined,Units,,0.029222388541864465
2010,Performing research and development,,,,,,Precision instruments and optical products; photographic equipment,Percentage (%),Undefined,Units,,0.03020879828167423
2010,Performing research and development,,,,,,Motor vehicles and parts,Percentage (%),Undefined,Units,,0.07626180300904291
2010,Performing research and development,,,,,,Other transport equipment,Percentage (%),Undefined,Units,,0.0028359280019530915
2010,Performing research and development,,,,,,Shipbuilding,Percentage (%),Undefined,Units,,0.011405362616550476
2010,Performing research and development,,,,,,Aerospace,Percentage (%),Undefined,Units,,0.08859192475666504
2010,Performing research and development,,,,,,Other manufactured goods,Percentage (%),Undefined,Units,,0.008384482788383052
2010,Performing research and development,,,,,,"Electricity, gas and water supply; Waste management 6",Percentage (%),Undefined,Units,,0.004438843829143969
2010,Performing research and development,,,,,,Construction,Percentage (%),Undefined,Units,,0.0008631085223335495
2010,Performing research and development,,,,,,Wholesale and retail trade,Percentage (%),Undefined,Units,,0.010912157746645591
2010,Performing research and development,,,,,,"Transport and storage, incl. postal and courier activities",Percentage (%),Undefined,Units,,0.0010480603485478815
2010,Performing research and development,,,,,,Telecommunications,Percentage (%),Undefined,Units,,0.06960353726532696
2010,Performing research and development,,,,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),Undefined,Units,,0.03594230489431853
2010,Performing research and development,,,,,,Computer programming and information service activities 7,Percentage (%),Undefined,Units,,0.0940788289343569
2010,Performing research and development,,,,,,Software development 7,Percentage (%),Undefined,Units,,
2010,Performing research and development,,,,,,Research and development services,Percentage (%),Undefined,Units,,0.0381000762001524
2010,Performing research and development,,,,,,Public administration,Percentage (%),Undefined,Units,,0.004315542611667747
2010,Performing research and development,England,North West,Government,,,,Percentage (%),Undefined,Units,E12000002,0.005733506612644293
2010,Performing research and development,England,North West,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000002,0.03415443724091331
2010,Performing research and development,England,North West,Business,,,,Percentage (%),Undefined,Units,E12000002,0.12786336252284153
2010,Performing research and development,England,North West,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000002,
2010,Performing research and development,England,North West,Total,,,,Percentage (%),Undefined,Units,E12000002,
2010,Performing research and development,England,North East,Government,,,,Percentage (%),Undefined,Units,E12000001,
2010,Performing research and development,England,North East,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000001,0.013809736357336792
2010,Performing research and development,England,North East,Business,,,,Percentage (%),Undefined,Units,E12000001,0.01898838749133809
2010,Performing research and development,England,North East,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000001,
2010,Performing research and development,England,North East,Total,,,,Percentage (%),Undefined,Units,E12000001,
2010,Performing research and development,England,Yorkshire and the Humber,Government,,,,Percentage (%),Undefined,Units,,0.003452434089334198
2010,Performing research and development,England,Yorkshire and the Humber,"Higher
Education",,,,Percentage (%),Undefined,Units,,0.029345689759340682
2010,Performing research and development,England,Yorkshire and the Humber,Business,,,,Percentage (%),Undefined,Units,,0.03008549706419801
2010,Performing research and development,England,Yorkshire and the Humber,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,,
2010,Performing research and development,England,Yorkshire and the Humber,Total,,,,Percentage (%),Undefined,Units,,
2010,Performing research and development,England,East Midlands,Government,,,,Percentage (%),Undefined,Units,E12000004,0.0060417596563348466
2010,Performing research and development,England,East Midlands,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000004,0.02009809844862408
2010,Performing research and development,England,East Midlands,Business,,,,Percentage (%),Undefined,Units,E12000004,0.07009674213523184
2010,Performing research and development,England,East Midlands,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000004,
2010,Performing research and development,England,East Midlands,Total,,,,Percentage (%),Undefined,Units,E12000004,
2010,Performing research and development,England,West Midlands,Government,,,,Percentage (%),Undefined,Units,E12000005,6.165060873811068e-05
2010,Performing research and development,England,West Midlands,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000005,0.02071460453600519
2010,Performing research and development,England,West Midlands,Business,,,,Percentage (%),Undefined,Units,E12000005,0.05462243934196607
2010,Performing research and development,England,West Midlands,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000005,
2010,Performing research and development,England,West Midlands,Total,,,,Percentage (%),Undefined,Units,E12000005,
2010,Performing research and development,England,East of England,Government,,,,Percentage (%),Undefined,Units,E12000006,0.023242279494267725
2010,Performing research and development,England,East of England,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000006,0.03606560611179475
2010,Performing research and development,England,East of England,Business,,,,Percentage (%),Undefined,Units,E12000006,0.23710824120677368
2010,Performing research and development,England,East of England,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000006,
2010,Performing research and development,England,East of England,Total,,,,Percentage (%),Undefined,Units,E12000006,
2010,Performing research and development,England,London,Government,,,,Percentage (%),Undefined,Units,E12000007,0.02089955636221952
2010,Performing research and development,England,London,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000007,0.09901087763340576
2010,Performing research and development,England,London,Business,,,,Percentage (%),Undefined,Units,E12000007,0.05406758386332307
2010,Performing research and development,England,London,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000007,
2010,Performing research and development,England,London,Total,,,,Percentage (%),Undefined,Units,E12000007,
2010,Performing research and development,England,South East,Government,,,,Percentage (%),Undefined,Units,E12000008,0.050121944904083976
2010,Performing research and development,England,South East,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000008,0.05795157221382404
2010,Performing research and development,England,South East,Business,,,,Percentage (%),Undefined,Units,E12000008,0.23414901198734436
2010,Performing research and development,England,South East,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000008,
2010,Performing research and development,England,South East,Total,,,,Percentage (%),Undefined,Units,E12000008,
2010,Performing research and development,England,South West,Government,,,,Percentage (%),Undefined,Units,E12000009,0.024783544712720495
2010,Performing research and development,England,South West,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000009,0.0202213996661003
2010,Performing research and development,England,South West,Business,,,,Percentage (%),Undefined,Units,E12000009,0.08963998510521293
2010,Performing research and development,England,South West,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000009,
2010,Performing research and development,England,South West,Total,,,,Percentage (%),Undefined,Units,E12000009,
2010,Performing research and development,England,,Government,,,,Percentage (%),Undefined,Units,E92000001,0.13439832704908128
2010,Performing research and development,England,,"Higher
Education",,,,Percentage (%),Undefined,Units,E92000001,0.33137202196734494
2010,Performing research and development,England,,Business,,,,Percentage (%),Undefined,Units,E92000001,0.9166212507182296
2010,Performing research and development,England,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E92000001,
2010,Performing research and development,England,,Total,,,,Percentage (%),Undefined,Units,E92000001,
2010,Performing research and development,Wales,,Government,,,,Percentage (%),Undefined,Units,W92000004,0.001356313392238435
2010,Performing research and development,Wales,,"Higher
Education",,,,Percentage (%),Undefined,Units,W92000004,0.015104399140837116
2010,Performing research and development,Wales,,Business,,,,Percentage (%),Undefined,Units,W92000004,0.014426242444717899
2010,Performing research and development,Wales,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,W92000004,
2010,Performing research and development,Wales,,Total,,,,Percentage (%),Undefined,Units,W92000004,
2010,Performing research and development,Scotland,,Government,,,,Percentage (%),Undefined,Units,S92000003,0.018001977751528318
2010,Performing research and development,Scotland,,"Higher
Education",,,,Percentage (%),Undefined,Units,S92000003,0.05579380090799017
2010,Performing research and development,Scotland,,Business,,,,Percentage (%),Undefined,Units,S92000003,0.03816172680889052
2010,Performing research and development,Scotland,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,S92000003,
2010,Performing research and development,Scotland,,Total,,,,Percentage (%),Undefined,Units,S92000003,
2010,Performing research and development,Northern Ireland,,Government,,,,Percentage (%),Undefined,Units,N92000002,0.001171361566024103
2010,Performing research and development,Northern Ireland,,"Higher
Education",,,,Percentage (%),Undefined,Units,N92000002,0.009247591310716603
2010,Performing research and development,Northern Ireland,,Business,,,,Percentage (%),Undefined,Units,N92000002,0.01997479723114786
2010,Performing research and development,Northern Ireland,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,N92000002,
2010,Performing research and development,Northern Ireland,,Total,,,,Percentage (%),Undefined,Units,N92000002,
2011,Performing research and development,,,Government,,,,Percentage (%),Undefined,Units,,0.07916346806703906
2011,Performing research and development,,,UK Research & Innovation,,,,Percentage (%),Undefined,Units,,0.06202436748628722
2011,Performing research and development,,,Business Enterprise,,,,Percentage (%),Undefined,Units,,1.0458446969765067
2011,Performing research and development,,,Higher Education,,,,Percentage (%),Undefined,Units,,0.40918104463417304
2011,Performing research and development,,,Private Non-Profit,,,,Percentage (%),Undefined,Units,,0.031521562606557564
2011,Funding research and development,,,Total expenditure,,,,Percentage (%),Undefined,Units,,1.627795066695671
2011,Funding research and development,,,Government,,,,Percentage (%),Undefined,Units,,0.1810991676749372
2011,Funding research and development,,,UK Research & Innovation,,,,Percentage (%),Undefined,Units,,0.17630501366633528
2011,Funding research and development,,,Higher Education Funding Councils,,,,Percentage (%),Undefined,Units,,0.13525506996768139
2011,Funding research and development,,,Business Enterprise,,,,Percentage (%),Undefined,Units,,0.7438729213596941
2011,Funding research and development,,,Higher Education,,,,Percentage (%),Undefined,Units,,0.0038353232068815287
2011,Funding research and development,,,Private Non-Profit,,,,Percentage (%),Undefined,Units,,0.0774855141640284
2011,Funding research and development,,,Overseas,,,,Percentage (%),Undefined,Units,,0.3099420566561136
2011,Funding research and development,,,,UK Government,,,Percentage (%),Undefined,Units,,0.09066943768768364
2011,Funding research and development,,,,Overseas total,,,Percentage (%),Undefined,Units,,0.23605215799853657
2011,Funding research and development,,,,,European Commission grants,,Percentage (%),Undefined,Units,,0.0032959808809138133
2011,Funding research and development,,,,,Other Overseas,,Percentage (%),Undefined,Units,,0.23275617711762275
2011,Funding research and development,,,,Other UK Business,,,Percentage (%),Undefined,Units,,0.03565652043897671
2011,Funding research and development,,,,Own funds,,,Percentage (%),Undefined,Units,,0.676155495988192
2011,Funding research and development,,,,Other,,,Percentage (%),Undefined,Units,,0.007311084863117915
2011,Performing research and development,,,,,,"Agriculture, hunting and forestry; Fishing",Percentage (%),Undefined,Units,,0.007970281039300676
2011,Performing research and development,,,,,,Extractive Industries,Percentage (%),Undefined,Units,,0.011685750395967157
2011,Performing research and development,,,,,,Food products and beverages; Tobacco products,Percentage (%),Undefined,Units,,0.021933254589353742
2011,Performing research and development,,,,,,"Textiles, clothing and leather products",Percentage (%),Undefined,Units,,0.0008389769515053344
2011,Performing research and development,,,,,,"Pulp, paper and paper products; Printing; Wood and straw products",Percentage (%),Undefined,Units,,0.0012584654272580016
2011,Performing research and development,,,,,,Refined petroleum products and coke oven products,Percentage (%),Undefined,Units,,0.00431473860774172
2011,Performing research and development,,,,,,Chemicals and chemical products,Percentage (%),Undefined,Units,,0.03134178183123499
2011,Performing research and development,,,,,,Pharmaceuticals,Percentage (%),Undefined,Units,,0.2944809099783724
2011,Performing research and development,,,,,,Rubber and plastic products,Percentage (%),Undefined,Units,,0.0058129117354298165
2011,Performing research and development,,,,,,Other non-metallic mineral products,Percentage (%),Undefined,Units,,0.003595615506451433
2011,Performing research and development,,,,,,Casting of iron and steel,Percentage (%),Undefined,Units,,0.002636784704731051
2011,Performing research and development,,,,,,Non-ferrous metals,Percentage (%),Undefined,Units,,0.004614373233279339
2011,Performing research and development,,,,,,Fabricated metal products except machinery and equipment,Percentage (%),Undefined,Units,,0.007131304087795342
2011,Performing research and development,,,,,,Machinery and equipment,Percentage (%),Undefined,Units,,0.05830889812962074
2011,Performing research and development,,,,,,Computers and peripheral equipment,Percentage (%),Undefined,Units,,0.0107868465193543
2011,Performing research and development,,,,,,Electrical equipment,Percentage (%),Undefined,Units,,0.03050280487972966
2011,Performing research and development,,,,,,Consumer electronics and communication equipment,Percentage (%),Undefined,Units,,0.030622658729944706
2011,Performing research and development,,,,,,Precision instruments and optical products; photographic equipment,Percentage (%),Undefined,Units,,0.03589622813940681
2011,Performing research and development,,,,,,Motor vehicles and parts,Percentage (%),Undefined,Units,,0.09138856078897392
2011,Performing research and development,,,,,,Other transport equipment,Percentage (%),Undefined,Units,,0.002996346255376194
2011,Performing research and development,,,,,,Shipbuilding,Percentage (%),Undefined,Units,,0.013543485074300398
2011,Performing research and development,,,,,,Aerospace,Percentage (%),Undefined,Units,,0.08617491830461935
2011,Performing research and development,,,,,,Other manufactured goods,Percentage (%),Undefined,Units,,0.008749331065698487
2011,Performing research and development,,,,,,"Electricity, gas and water supply; Waste management 6",Percentage (%),Undefined,Units,,0.004075030907311625
2011,Performing research and development,,,,,,Construction,Percentage (%),Undefined,Units,,0.0018577346783332405
2011,Performing research and development,,,,,,Wholesale and retail trade,Percentage (%),Undefined,Units,,0.014502315876020778
2011,Performing research and development,,,,,,"Transport and storage, incl. postal and courier activities",Percentage (%),Undefined,Units,,0.00107868465193543
2011,Performing research and development,,,,,,Telecommunications,Percentage (%),Undefined,Units,,0.06214422133650228
2011,Performing research and development,,,,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),Undefined,Units,,0.03415834731128861
2011,Performing research and development,,,,,,Computer programming and information service activities 7,Percentage (%),Undefined,Units,,0.11068503067359663
2011,Performing research and development,,,,,,Software development 7,Percentage (%),Undefined,Units,,
2011,Performing research and development,,,,,,Research and development services,Percentage (%),Undefined,Units,,0.0469227823591912
2011,Performing research and development,,,,,,Public administration,Percentage (%),Undefined,Units,,0.004015103982204101
2011,Performing research and development,England,North West,Government,,,,Percentage (%),Undefined,Units,E12000002,0.0050338617090320064
2011,Performing research and development,England,North West,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000002,0.033079662659353186
2011,Performing research and development,England,North West,Business,,,,Percentage (%),Undefined,Units,E12000002,0.13303777373870304
2011,Performing research and development,England,North West,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000002,0.0023371500791934314
2011,Performing research and development,England,North West,Total,,,,Percentage (%),Undefined,Units,E12000002,0.17348844818628165
2011,Performing research and development,England,North East,Government,,,,Percentage (%),Undefined,Units,E12000001,
2011,Performing research and development,England,North East,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000001,0.013363704298977827
2011,Performing research and development,England,North East,Business,,,,Percentage (%),Undefined,Units,E12000001,0.015521073602848686
2011,Performing research and development,England,North East,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000001,0.0013183923523655255
2011,Performing research and development,England,North East,Total,,,,Percentage (%),Undefined,Units,E12000001,0.030203170254192037
2011,Performing research and development,England,Yorkshire and the Humber,Government,,,,Percentage (%),Undefined,Units,,0.0034158347311288614
2011,Performing research and development,England,Yorkshire and the Humber,"Higher
Education",,,,Percentage (%),Undefined,Units,,0.028465289426073848
2011,Performing research and development,England,Yorkshire and the Humber,Business,,,,Percentage (%),Undefined,Units,,0.03295980880913814
2011,Performing research and development,England,Yorkshire and the Humber,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,,0.00017978077532257165
2011,Performing research and development,England,Yorkshire and the Humber,Total,,,,Percentage (%),Undefined,Units,,0.06502071374166342
2011,Performing research and development,England,East Midlands,Government,,,,Percentage (%),Undefined,Units,E12000004,0.006052619435859912
2011,Performing research and development,England,East Midlands,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000004,0.01959610451016031
2011,Performing research and development,England,East Midlands,Business,,,,Percentage (%),Undefined,Units,E12000004,0.06867625617322237
2011,Performing research and development,England,East Midlands,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000004,0.00029963462553761944
2011,Performing research and development,England,East Midlands,Total,,,,Percentage (%),Undefined,Units,E12000004,0.0946246147447802
2011,Performing research and development,England,West Midlands,Government,,,,Percentage (%),Undefined,Units,E12000005,5.9926925107523886e-05
2011,Performing research and development,England,West Midlands,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000005,0.020734716087203262
2011,Performing research and development,England,West Midlands,Business,,,,Percentage (%),Undefined,Units,E12000005,0.0767663910627381
2011,Performing research and development,England,West Midlands,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000005,0.00029963462553761944
2011,Performing research and development,England,West Midlands,Total,,,,Percentage (%),Undefined,Units,E12000005,0.0978606687005865
2011,Performing research and development,England,East of England,Government,,,,Percentage (%),Undefined,Units,E12000006,0.012524727347472493
2011,Performing research and development,England,East of England,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000006,0.03631571661515947
2011,Performing research and development,England,East of England,Business,,,,Percentage (%),Undefined,Units,E12000006,0.21807408046627944
2011,Performing research and development,England,East of England,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000006,0.015221438977311067
2011,Performing research and development,England,East of England,Total,,,,Percentage (%),Undefined,Units,E12000006,0.28213596340622243
2011,Performing research and development,England,London,Government,,,,Percentage (%),Undefined,Units,E12000007,0.01941632373483774
2011,Performing research and development,England,London,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000007,0.10013789185467242
2011,Performing research and development,England,London,Business,,,,Percentage (%),Undefined,Units,E12000007,0.06699830227021171
2011,Performing research and development,England,London,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000007,0.008689404140590964
2011,Performing research and development,England,London,Total,,,,Percentage (%),Undefined,Units,E12000007,0.19524192200031282
2011,Performing research and development,England,South East,Government,,,,Percentage (%),Undefined,Units,E12000008,0.050398544015427586
2011,Performing research and development,England,South East,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000008,0.05860853275515836
2011,Performing research and development,England,South East,Business,,,,Percentage (%),Undefined,Units,E12000008,0.2744053900673519
2011,Performing research and development,England,South East,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000008,0.0017378808281181927
2011,Performing research and development,England,South East,Total,,,,Percentage (%),Undefined,Units,E12000008,0.385150347666056
2011,Performing research and development,England,South West,Government,,,,Percentage (%),Undefined,Units,E12000009,0.024150550818332124
2011,Performing research and development,England,South West,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000009,0.020495008386773168
2011,Performing research and development,England,South West,Business,,,,Percentage (%),Undefined,Units,E12000009,0.08144069122112496
2011,Performing research and development,England,South West,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000009,0.0006591961761827627
2011,Performing research and development,England,South West,Total,,,,Percentage (%),Undefined,Units,E12000009,0.12674544660241302
2011,Performing research and development,England,,Government,,,,Percentage (%),Undefined,Units,E92000001,0.12105238871719824
2011,Performing research and development,England,,"Higher
Education",,,,Percentage (%),Undefined,Units,E92000001,0.33073669966842434
2011,Performing research and development,England,,Business,,,,Percentage (%),Undefined,Units,E92000001,0.9678797674116182
2011,Performing research and development,England,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E92000001,0.030742512580159757
2011,Performing research and development,England,,Total,,,,Percentage (%),Undefined,Units,E92000001,1.4504113683774005
2011,Performing research and development,Wales,,Government,,,,Percentage (%),Undefined,Units,W92000004,0.002097442378763336
2011,Performing research and development,Wales,,"Higher
Education",,,,Percentage (%),Undefined,Units,W92000004,0.015341292827526115
2011,Performing research and development,Wales,,Business,,,,Percentage (%),Undefined,Units,W92000004,0.015101585127096018
2011,Performing research and development,Wales,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,W92000004,0.00011985385021504777
2011,Performing research and development,Wales,,Total,,,,Percentage (%),Undefined,Units,W92000004,0.03266017418360052
2011,Performing research and development,Scotland,,Government,,,,Percentage (%),Undefined,Units,S92000003,0.016779539030106688
2011,Performing research and development,Scotland,,"Higher
Education",,,,Percentage (%),Undefined,Units,S92000003,0.05465335569806178
2011,Performing research and development,Scotland,,Business,,,,Percentage (%),Undefined,Units,S92000003,0.041769066799944146
2011,Performing research and development,Scotland,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,S92000003,0.0006591961761827627
2011,Performing research and development,Scotland,,Total,,,,Percentage (%),Undefined,Units,S92000003,0.11386115770429539
2011,Performing research and development,Northern Ireland,,Government,,,,Percentage (%),Undefined,Units,N92000002,0.0012584654272580016
2011,Performing research and development,Northern Ireland,,"Higher
Education",,,,Percentage (%),Undefined,Units,N92000002,0.008449696440160867
2011,Performing research and development,Northern Ireland,,Business,,,,Percentage (%),Undefined,Units,N92000002,0.021094277637848408
2011,Performing research and development,Northern Ireland,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,N92000002,
2011,Performing research and development,Northern Ireland,,Total,,,,Percentage (%),Undefined,Units,N92000002,0.030802439505267277
2012,Performing research and development,,,Government,,,,Percentage (%),Undefined,Units,,0.08060852190280153
2012,Performing research and development,,,UK Research & Innovation,,,,Percentage (%),Undefined,Units,,0.04659184155992267
2012,Performing research and development,,,Business Enterprise,,,,Percentage (%),Undefined,Units,,1.0088524498963853
2012,Performing research and development,,,Higher Education,,,,Percentage (%),Undefined,Units,,0.3971896542931716
2012,Performing research and development,,,Private Non-Profit,,,,Percentage (%),Undefined,Units,,0.030134026879551978
2012,Funding research and development,,,Total expenditure,,,,Percentage (%),Undefined,Units,,1.5633764945318331
2012,Funding research and development,,,Government,,,,Percentage (%),Undefined,Units,,0.16996750161101143
2012,Funding research and development,,,UK Research & Innovation,,,,Percentage (%),Undefined,Units,,0.15449483780939532
2012,Funding research and development,,,Higher Education Funding Councils,,,,Percentage (%),Undefined,Units,,0.12662086294580974
2012,Funding research and development,,,Business Enterprise,,,,Percentage (%),Undefined,Units,,0.7315614525528157
2012,Funding research and development,,,Higher Education,,,,Percentage (%),Undefined,Units,,0.0038247034116354432
2012,Funding research and development,,,Private Non-Profit,,,,Percentage (%),Undefined,Units,,0.07626226802594309
2012,Funding research and development,,,Overseas,,,,Percentage (%),Undefined,Units,,0.3006448681752224
2012,Funding research and development,,,,UK Government,,,Percentage (%),Undefined,Units,,0.08286857391876794
2012,Funding research and development,,,,Overseas total,,,Percentage (%),Undefined,Units,,0.22310769901206753
2012,Funding research and development,,,,,European Commission grants,,Percentage (%),Undefined,Units,,0.003187252843029536
2012,Funding research and development,,,,,Other Overseas,,Percentage (%),Undefined,Units,,0.21997839622072943
2012,Funding research and development,,,,Other UK Business,,,Percentage (%),Undefined,Units,,0.01993481778185746
2012,Funding research and development,,,,Own funds,,,Percentage (%),Undefined,Units,,0.6777838045831537
2012,Funding research and development,,,,Other,,,Percentage (%),Undefined,Units,,0.005099604548847258
2012,Performing research and development,,,,,,"Agriculture, hunting and forestry; Fishing",Percentage (%),Undefined,Units,,0.0076494068232708864
2012,Performing research and development,,,,,,Extractive Industries,Percentage (%),Undefined,Units,,0.00996740889092873
2012,Performing research and development,,,,,,Food products and beverages; Tobacco products,Percentage (%),Undefined,Units,,0.021093818815686383
2012,Performing research and development,,,,,,"Textiles, clothing and leather products",Percentage (%),Undefined,Units,,0.001159001033828922
2012,Performing research and development,,,,,,"Pulp, paper and paper products; Printing; Wood and straw products",Percentage (%),Undefined,Units,,0.001622601447360491
2012,Performing research and development,,,,,,Refined petroleum products and coke oven products,Percentage (%),Undefined,Units,,0.004404203928549904
2012,Performing research and development,,,,,,Chemicals and chemical products,Percentage (%),Undefined,Units,,0.038536784374811665
2012,Performing research and development,,,,,,Pharmaceuticals,Percentage (%),Undefined,Units,,0.2438538175176052
2012,Performing research and development,,,,,,Rubber and plastic products,Percentage (%),Undefined,Units,,0.006084755427601842
2012,Performing research and development,,,,,,Other non-metallic mineral products,Percentage (%),Undefined,Units,,0.002723652429497967
2012,Performing research and development,,,,,,Casting of iron and steel,Percentage (%),Undefined,Units,,0.002607752326115075
2012,Performing research and development,,,,,,Non-ferrous metals,Percentage (%),Undefined,Units,,0.003245202894720982
2012,Performing research and development,,,,,,Fabricated metal products except machinery and equipment,Percentage (%),Undefined,Units,,0.006084755427601842
2012,Performing research and development,,,,,,Machinery and equipment,Percentage (%),Undefined,Units,,0.057776201536371766
2012,Performing research and development,,,,,,Computers and peripheral equipment,Percentage (%),Undefined,Units,,0.010836659666300423
2012,Performing research and development,,,,,,Electrical equipment,Percentage (%),Undefined,Units,,0.02683087393313955
2012,Performing research and development,,,,,,Consumer electronics and communication equipment,Percentage (%),Undefined,Units,,0.03992758561540637
2012,Performing research and development,,,,,,Precision instruments and optical products; photographic equipment,Percentage (%),Undefined,Units,,0.037319833289291296
2012,Performing research and development,,,,,,Motor vehicles and parts,Percentage (%),Undefined,Units,,0.1021659411320195
2012,Performing research and development,,,,,,Other transport equipment,Percentage (%),Undefined,Units,,0.002781602481189413
2012,Performing research and development,,,,,,Shipbuilding,Percentage (%),Undefined,Units,,0.013270561837341158
2012,Performing research and development,,,,,,Aerospace,Percentage (%),Undefined,Units,,0.08756252810577507
2012,Performing research and development,,,,,,Other manufactured goods,Percentage (%),Undefined,Units,,0.007707356874962332
2012,Performing research and development,,,,,,"Electricity, gas and water supply; Waste management 6",Percentage (%),Undefined,Units,,0.006838106099590641
2012,Performing research and development,,,,,,Construction,Percentage (%),Undefined,Units,,0.003708803308252551
2012,Performing research and development,,,,,,Wholesale and retail trade,Percentage (%),Undefined,Units,,0.009619708580780054
2012,Performing research and development,,,,,,"Transport and storage, incl. postal and courier activities",Percentage (%),Undefined,Units,,
