Year,Country,Region,Ethnicity,Sex,Health Board (Wales),Local Authority County/ Unitary Authority,IMD Deciles (England),IMD Quintiles,BMI,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2012/13,Northern Ireland,,,Male,,,,3,Obese,Undefined,Units,Percentage (%),N92000002,4.574230650324774
2012/13,Northern Ireland,,,Male,,,,4,Obese,Undefined,Units,Percentage (%),N92000002,3.6573969361300294
2012/13,Northern Ireland,,,Male,,,,5,Obese,Undefined,Units,Percentage (%),N92000002,3.07143084242116
2012/13,Northern Ireland,,,Female,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),N92000002,7.105776843125359
2012/13,Northern Ireland,,,Female,,,,2,Obese,Undefined,Units,Percentage (%),N92000002,6.147909720627267
2012/13,Northern Ireland,,,Female,,,,3,Obese,Undefined,Units,Percentage (%),N92000002,4.828782227576313
2012/13,Northern Ireland,,,Female,,,,4,Obese,Undefined,Units,Percentage (%),N92000002,6.169936323606782
2012/13,Northern Ireland,,,Female,,,,5,Obese,Undefined,Units,Percentage (%),N92000002,4.4340794439464375
2013/14,Northern Ireland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),N92000002,5.695211069457536
2013/14,Northern Ireland,,,,,,,2,Obese,Undefined,Units,Percentage (%),N92000002,5.331847852852261
2013/14,Northern Ireland,,,,,,,3,Obese,Undefined,Units,Percentage (%),N92000002,5.1207580778045045
2013/14,Northern Ireland,,,,,,,4,Obese,Undefined,Units,Percentage (%),N92000002,5.129010846305664
2013/14,Northern Ireland,,,,,,,5,Obese,Undefined,Units,Percentage (%),N92000002,3.328553284345542
2013/14,Northern Ireland,,,Male,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),N92000002,4.969985022203164
2013/14,Northern Ireland,,,Male,,,,2,Obese,Undefined,Units,Percentage (%),N92000002,4.317816372794744
2013/14,Northern Ireland,,,Male,,,,3,Obese,Undefined,Units,Percentage (%),N92000002,4.244723146679378
2013/14,Northern Ireland,,,Male,,,,4,Obese,Undefined,Units,Percentage (%),N92000002,4.571149504567562
2013/14,Northern Ireland,,,Male,,,,5,Obese,Undefined,Units,Percentage (%),N92000002,2.886615517077454
2013/14,Northern Ireland,,,Female,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),N92000002,6.46234116601806
2013/14,Northern Ireland,,,Female,,,,2,Obese,Undefined,Units,Percentage (%),N92000002,6.42063127499906
2013/14,Northern Ireland,,,Female,,,,3,Obese,Undefined,Units,Percentage (%),N92000002,6.01553490367399
2013/14,Northern Ireland,,,Female,,,,4,Obese,Undefined,Units,Percentage (%),N92000002,5.709946755610898
2013/14,Northern Ireland,,,Female,,,,5,Obese,Undefined,Units,Percentage (%),N92000002,3.7994354970885817
2014/15,Northern Ireland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),N92000002,7.29050888382188
2014/15,Northern Ireland,,,,,,,2,Obese,Undefined,Units,Percentage (%),N92000002,5.387561276830496
2014/15,Northern Ireland,,,,,,,3,Obese,Undefined,Units,Percentage (%),N92000002,5.081860242117254
2014/15,Northern Ireland,,,,,,,4,Obese,Undefined,Units,Percentage (%),N92000002,4.2790723087367475
2014/15,Northern Ireland,,,,,,,5,Obese,Undefined,Units,Percentage (%),N92000002,3.8344634246662386
2014/15,Northern Ireland,,,Male,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),N92000002,5.639380559381853
2014/15,Northern Ireland,,,Male,,,,2,Obese,Undefined,Units,Percentage (%),N92000002,4.276265983108289
2014/15,Northern Ireland,,,Male,,,,3,Obese,Undefined,Units,Percentage (%),N92000002,3.9585641920146872
2014/15,Northern Ireland,,,Male,,,,4,Obese,Undefined,Units,Percentage (%),N92000002,3.369665567332161
2014/15,Northern Ireland,,,Male,,,,5,Obese,Undefined,Units,Percentage (%),N92000002,2.872721002354722
2014/15,Northern Ireland,,,Female,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),N92000002,8.944359814517695
2014/15,Northern Ireland,,,Female,,,,2,Obese,Undefined,Units,Percentage (%),N92000002,6.514618717649976
2014/15,Northern Ireland,,,Female,,,,3,Obese,Undefined,Units,Percentage (%),N92000002,6.2559882813711765
2014/15,Northern Ireland,,,Female,,,,4,Obese,Undefined,Units,Percentage (%),N92000002,5.254936203653577
2014/15,Northern Ireland,,,Female,,,,5,Obese,Undefined,Units,Percentage (%),N92000002,4.909012982678087
2015/16,Northern Ireland,,,,,,,,Obese,Undefined,Units,Percentage (%),N92000002,5.476981101135574
2016/17,Northern Ireland,,,,,,,,Obese,Undefined,Units,Percentage (%),N92000002,5.25858142519979
2017/18,Northern Ireland,,,,,,,,Obese,Undefined,Units,Percentage (%),N92000002,5.0321750321750125
2018/19,Northern Ireland,,,,,,,,Obese,Undefined,Units,Percentage (%),N92000002,5.467449399807216
2015/16,Northern Ireland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),N92000002,5.84163879938278
2016/17,Northern Ireland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),N92000002,6.226454120243142
2017/18,Northern Ireland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),N92000002,6.634989733944846
2018/19,Northern Ireland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),N92000002,6.557565156877364
2015/16,Northern Ireland,,,,,,,5,Obese,Undefined,Units,Percentage (%),N92000002,5.025878018459715
2016/17,Northern Ireland,,,,,,,5,Obese,Undefined,Units,Percentage (%),N92000002,4.02751805776156
2017/18,Northern Ireland,,,,,,,5,Obese,Undefined,Units,Percentage (%),N92000002,3.8543926695457587
2018/19,Northern Ireland,,,,,,,5,Obese,Undefined,Units,Percentage (%),N92000002,4.226890249511087
2001/02,Scotland,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.92401760965269
2002/03,Scotland,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,2.06224696356275
2003/04,Scotland,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,2.11401425178147
2004/05,Scotland,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.92990047598442
2005/06,Scotland,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.66896340529781
2006/07,Scotland,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.84266477675407
2007/08,Scotland,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.8965276809371
2008/09,Scotland,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,2.13545543023988
2009/10,Scotland,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.75685471834889
2010/11,Scotland,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,2.13474064565207
2011/12,Scotland,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.5520650673432
2012/13,Scotland,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.45074346080098
2013/14,Scotland,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.32039112126186
2014/15,Scotland,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.43614354272616
2015/16,Scotland,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.42977600175972
2016/17,Scotland,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.27077588134456
2017/18,Scotland,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.43068391866913
2018/19,Scotland,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.26499168344567
2001/02,Scotland,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.6854720365237
2002/03,Scotland,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,13.1705465587044
2003/04,Scotland,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.8028503562945
2004/05,Scotland,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.799653829511
2005/06,Scotland,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,13.1909355382024
2006/07,Scotland,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.7254114497204
2007/08,Scotland,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.0624738530191
2008/09,Scotland,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.9596954256598
2009/10,Scotland,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.2937188179608
2010/11,Scotland,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.2854561878952
2011/12,Scotland,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.3680185053911
2012/13,Scotland,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.2824789262327
2013/14,Scotland,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.4616372849903
2014/15,Scotland,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.051428980732
2015/16,Scotland,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.1714264765186
2016/17,Scotland,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.379816650518
2017/18,Scotland,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.3438077634011
2018/19,Scotland,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.2691061892672
2001/02,Scotland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),S92000003,10.6962334909505
2002/03,Scotland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.94433198380566
2003/04,Scotland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),S92000003,10.4988123515439
2004/05,Scotland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),S92000003,10.83513630463
2005/06,Scotland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),S92000003,11.5219721329046
2006/07,Scotland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),S92000003,10.6150090558311
2007/08,Scotland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.88704504253242
2008/09,Scotland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.61241197687067
2009/10,Scotland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.89723252739755
2010/11,Scotland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),S92000003,10.2172776113726
2011/12,Scotland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),S92000003,10.1257321941573
2012/13,Scotland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.63423899280054
2013/14,Scotland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),S92000003,10.5881093426593
2014/15,Scotland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),S92000003,10.0816560418308
2015/16,Scotland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),S92000003,10.1660739817428
2016/17,Scotland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),S92000003,10.7699187597823
2017/18,Scotland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),S92000003,10.7319778188539
2018/19,Scotland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),S92000003,11.0041145058215
2001/02,Scotland,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.44120537176547
2002/03,Scotland,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.34781470819157
2003/04,Scotland,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.1780422637843
2004/05,Scotland,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.16752647298398
2005/06,Scotland,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.3391442155309
2006/07,Scotland,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.2417823228634
2007/08,Scotland,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.47198134518691
2008/09,Scotland,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.43349988103735
2009/10,Scotland,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.25022325415252
2010/11,Scotland,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.46377893950709
2011/12,Scotland,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.924336973478939
2012/13,Scotland,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.859299110812224
2013/14,Scotland,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.737282797969693
2014/15,Scotland,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.791361585681532
2015/16,Scotland,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.86232980332829
2016/17,Scotland,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.665343760943154
2017/18,Scotland,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.738306919211441
2018/19,Scotland,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.683807439824945
2001/02,Scotland,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.0700949885358
2002/03,Scotland,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.2742737503271
2003/04,Scotland,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.5091085742045
2004/05,Scotland,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.0191872567653
2005/06,Scotland,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.4009508716323
2006/07,Scotland,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.9065010956902
2007/08,Scotland,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.7758507614953
2008/09,Scotland,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.2538662859862
2009/10,Scotland,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.729773173781
2010/11,Scotland,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.3318396813542
2011/12,Scotland,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.7940717628705
2012/13,Scotland,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.6266905775984
2013/14,Scotland,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.4078396502537
2014/15,Scotland,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.9517787145921
2015/16,Scotland,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.1596066565809
2016/17,Scotland,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.3652776156569
2017/18,Scotland,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.2187862388867
2018/19,Scotland,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.107950401167
2001/02,Scotland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.43334425155584
2002/03,Scotland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.99738288406176
2003/04,Scotland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),S92000003,10.1651688122419
2004/05,Scotland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),S92000003,10.1638157299303
2005/06,Scotland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.58795562599049
2006/07,Scotland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.34989043097151
2007/08,Scotland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),S92000003,8.7225825256868
2008/09,Scotland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),S92000003,8.98762788484415
2009/10,Scotland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.26504732988033
2010/11,Scotland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.14612895195419
2011/12,Scotland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.53978159126365
2012/13,Scotland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.08241799297616
2013/14,Scotland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.81438257196843
2014/15,Scotland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.54811034686783
2015/16,Scotland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.7465960665658
2016/17,Scotland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),S92000003,10.240846659663
2017/18,Scotland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.6366447622729
2018/19,Scotland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.46389496717724
2017/18,Wales,,,,,,,5,Underweight,Undefined,Units,Percentage (%),W92000004,0.6889050036258157
2017/18,Wales,,,,,,,4,Underweight,Undefined,Units,Percentage (%),W92000004,0.7315288953913679
2017/18,Wales,,,,,,,3,Underweight,Undefined,Units,Percentage (%),W92000004,0.6854774430097241
2017/18,Wales,,,,,,,2,Underweight,Undefined,Units,Percentage (%),W92000004,0.7653812187224022
2017/18,Wales,,,,,,,1 (Most Deprived),Underweight,Undefined,Units,Percentage (%),W92000004,0.9372302380071525
2017/18,Wales,,,,,,,5,Overweight,Undefined,Units,Percentage (%),W92000004,12.78100072516316
2017/18,Wales,,,,,,,4,Overweight,Undefined,Units,Percentage (%),W92000004,13.93562545720556
2017/18,Wales,,,,,,,3,Overweight,Undefined,Units,Percentage (%),W92000004,14.219671608480791
2017/18,Wales,,,,,,,2,Overweight,Undefined,Units,Percentage (%),W92000004,15.204592287312336
2017/18,Wales,,,,,,,1 (Most Deprived),Overweight,Undefined,Units,Percentage (%),W92000004,15.057343692193859
2017/18,Wales,,,,,,,5,Obese,Undefined,Units,Percentage (%),W92000004,8.23060188542422
2017/18,Wales,,,,,,,4,Obese,Undefined,Units,Percentage (%),W92000004,10.71689831748354
2017/18,Wales,,,,,,,3,Obese,Undefined,Units,Percentage (%),W92000004,11.956001912960305
2017/18,Wales,,,,,,,2,Obese,Undefined,Units,Percentage (%),W92000004,13.717986458639977
2017/18,Wales,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),W92000004,14.194105315082009
2017/18,Wales,,,Male,,,,5,Underweight,Undefined,Units,Percentage (%),W92000004,0.8050402520126007
2017/18,Wales,,,Male,,,,4,Underweight,Undefined,Units,Percentage (%),W92000004,0.9362621534029528
2017/18,Wales,,,Male,,,,3,Underweight,Undefined,Units,Percentage (%),W92000004,0.9947155735156978
2017/18,Wales,,,Male,,,,2,Underweight,Undefined,Units,Percentage (%),W92000004,1.041365345675441
2017/18,Wales,,,Male,,,,1 (Most Deprived),Underweight,Undefined,Units,Percentage (%),W92000004,1.0922330097087378
2017/18,Wales,,,Male,,,,5,Overweight,Undefined,Units,Percentage (%),W92000004,12.460623031151558
2017/18,Wales,,,Male,,,,4,Overweight,Undefined,Units,Percentage (%),W92000004,13.323730644580484
2017/18,Wales,,,Male,,,,3,Overweight,Undefined,Units,Percentage (%),W92000004,13.894933167547405
2017/18,Wales,,,Male,,,,2,Overweight,Undefined,Units,Percentage (%),W92000004,15.128724327451549
2017/18,Wales,,,Male,,,,1 (Most Deprived),Overweight,Undefined,Units,Percentage (%),W92000004,14.902912621359224
2017/18,Wales,,,Male,,,,5,Obese,Undefined,Units,Percentage (%),W92000004,8.575428771438572
2017/18,Wales,,,Male,,,,4,Obese,Undefined,Units,Percentage (%),W92000004,11.919337414476052
2017/18,Wales,,,Male,,,,3,Obese,Undefined,Units,Percentage (%),W92000004,11.936586882188374
2017/18,Wales,,,Male,,,,2,Obese,Undefined,Units,Percentage (%),W92000004,13.827017645357245
2017/18,Wales,,,Male,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),W92000004,14.344660194174757
2017/18,Wales,,,Female,,,,5,Underweight,Undefined,Units,Percentage (%),W92000004,0.5641218503196691
2017/18,Wales,,,Female,,,,4,Underweight,Undefined,Units,Percentage (%),W92000004,0.5202526941657376
2017/18,Wales,,,Female,,,,3,Underweight,Undefined,Units,Percentage (%),W92000004,0.3599476439790576
2017/18,Wales,,,Female,,,,2,Underweight,Undefined,Units,Percentage (%),W92000004,0.47947258016182204
2017/18,Wales,,,Female,,,,1 (Most Deprived),Underweight,Undefined,Units,Percentage (%),W92000004,0.7771371270995237
2017/18,Wales,,,Female,,,,5,Overweight,Undefined,Units,Percentage (%),W92000004,13.125235050770968
2017/18,Wales,,,Female,,,,4,Overweight,Undefined,Units,Percentage (%),W92000004,14.567075436640653
2017/18,Wales,,,Female,,,,3,Overweight,Undefined,Units,Percentage (%),W92000004,14.56151832460733
2017/18,Wales,,,Female,,,,2,Overweight,Undefined,Units,Percentage (%),W92000004,15.283188492658075
2017/18,Wales,,,Female,,,,1 (Most Deprived),Overweight,Undefined,Units,Percentage (%),W92000004,15.216846327400352
2017/18,Wales,,,Female,,,,5,Obese,Undefined,Units,Percentage (%),W92000004,7.8600977811207215
2017/18,Wales,,,Female,,,,4,Obese,Undefined,Units,Percentage (%),W92000004,9.47603121516165
2017/18,Wales,,,Female,,,,3,Obese,Undefined,Units,Percentage (%),W92000004,11.976439790575915
2017/18,Wales,,,Female,,,,2,Obese,Undefined,Units,Percentage (%),W92000004,13.6050344620917
2017/18,Wales,,,Female,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),W92000004,14.03860616695914
2001/02,Scotland,,,,,,,1 (Most Deprived),Underweight,Undefined,Units,Percentage (%),S92000003,2.11019929660023
2002/03,Scotland,,,,,,,1 (Most Deprived),Underweight,Undefined,Units,Percentage (%),S92000003,1.99004975124378
2003/04,Scotland,,,,,,,1 (Most Deprived),Underweight,Undefined,Units,Percentage (%),S92000003,2.13263219398188
2004/05,Scotland,,,,,,,1 (Most Deprived),Underweight,Undefined,Units,Percentage (%),S92000003,1.78763730346758
2005/06,Scotland,,,,,,,1 (Most Deprived),Underweight,Undefined,Units,Percentage (%),S92000003,1.5118790496760202
2006/07,Scotland,,,,,,,1 (Most Deprived),Underweight,Undefined,Units,Percentage (%),S92000003,1.53996101364522
2007/08,Scotland,,,,,,,1 (Most Deprived),Underweight,Undefined,Units,Percentage (%),S92000003,1.98386012104909
2008/09,Scotland,,,,,,,1 (Most Deprived),Underweight,Undefined,Units,Percentage (%),S92000003,2.3103748910200497
2009/10,Scotland,,,,,,,1 (Most Deprived),Underweight,Undefined,Units,Percentage (%),S92000003,1.60427807486631
2010/11,Scotland,,,,,,,1 (Most Deprived),Underweight,Undefined,Units,Percentage (%),S92000003,2.0036194415718698
2011/12,Scotland,,,,,,,1 (Most Deprived),Underweight,Undefined,Units,Percentage (%),S92000003,1.36378573775879
2012/13,Scotland,,,,,,,1 (Most Deprived),Underweight,Undefined,Units,Percentage (%),S92000003,1.13362838729715
2013/14,Scotland,,,,,,,1 (Most Deprived),Underweight,Undefined,Units,Percentage (%),S92000003,1.00114635078333
2014/15,Scotland,,,,,,,1 (Most Deprived),Underweight,Undefined,Units,Percentage (%),S92000003,1.2418921056794798
2015/16,Scotland,,,,,,,1 (Most Deprived),Underweight,Undefined,Units,Percentage (%),S92000003,1.1774002370604502
2016/17,Scotland,,,,,,,1 (Most Deprived),Underweight,Undefined,Units,Percentage (%),S92000003,1.04625550660792
2017/18,Scotland,,,,,,,1 (Most Deprived),Underweight,Undefined,Units,Percentage (%),S92000003,1.096473283692
2018/19,Scotland,,,,,,,1 (Most Deprived),Underweight,Undefined,Units,Percentage (%),S92000003,1.02499738521075
2001/02,Scotland,,,,,,,1 (Most Deprived),Overweight,Undefined,Units,Percentage (%),S92000003,11.684251660805
2002/03,Scotland,,,,,,,1 (Most Deprived),Overweight,Undefined,Units,Percentage (%),S92000003,12.3500146327187
2003/04,Scotland,,,,,,,1 (Most Deprived),Overweight,Undefined,Units,Percentage (%),S92000003,12.1238679520888
2004/05,Scotland,,,,,,,1 (Most Deprived),Overweight,Undefined,Units,Percentage (%),S92000003,12.6426879172948
2005/06,Scotland,,,,,,,1 (Most Deprived),Overweight,Undefined,Units,Percentage (%),S92000003,13.233850382878401
2006/07,Scotland,,,,,,,1 (Most Deprived),Overweight,Undefined,Units,Percentage (%),S92000003,12.4561403508771
2007/08,Scotland,,,,,,,1 (Most Deprived),Overweight,Undefined,Units,Percentage (%),S92000003,11.9199731002017
2008/09,Scotland,,,,,,,1 (Most Deprived),Overweight,Undefined,Units,Percentage (%),S92000003,11.609997093868001
2009/10,Scotland,,,,,,,1 (Most Deprived),Overweight,Undefined,Units,Percentage (%),S92000003,12.2994652406417
2010/11,Scotland,,,,,,,1 (Most Deprived),Overweight,Undefined,Units,Percentage (%),S92000003,12.7326783867631
2011/12,Scotland,,,,,,,1 (Most Deprived),Overweight,Undefined,Units,Percentage (%),S92000003,12.824515280972701
2012/13,Scotland,,,,,,,1 (Most Deprived),Overweight,Undefined,Units,Percentage (%),S92000003,12.7494370680953
2013/14,Scotland,,,,,,,1 (Most Deprived),Overweight,Undefined,Units,Percentage (%),S92000003,13.076041268628199
2014/15,Scotland,,,,,,,1 (Most Deprived),Overweight,Undefined,Units,Percentage (%),S92000003,12.8856193640246
2015/16,Scotland,,,,,,,1 (Most Deprived),Overweight,Undefined,Units,Percentage (%),S92000003,13.0146187277755
2016/17,Scotland,,,,,,,1 (Most Deprived),Overweight,Undefined,Units,Percentage (%),S92000003,13.152926368785401
2017/18,Scotland,,,,,,,1 (Most Deprived),Overweight,Undefined,Units,Percentage (%),S92000003,13.165862040749499
2018/19,Scotland,,,,,,,1 (Most Deprived),Overweight,Undefined,Units,Percentage (%),S92000003,12.760171530174599
2001/02,Scotland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),S92000003,9.92575224697147
2002/03,Scotland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),S92000003,9.07228563067017
2003/04,Scotland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),S92000003,11.189015483494
2004/05,Scotland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),S92000003,11.9319405556752
2005/06,Scotland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),S92000003,12.6055370115845
2006/07,Scotland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),S92000003,11.6764132553606
2007/08,Scotland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),S92000003,11.2642905178211
2008/09,Scotland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),S92000003,11.2467306015693
2009/10,Scotland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),S92000003,11.721925133689801
2010/11,Scotland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),S92000003,12.254395036194401
2011/12,Scotland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),S92000003,11.8715083798882
2012/13,Scotland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),S92000003,11.6391024147837
2013/14,Scotland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),S92000003,12.8620557890714
2014/15,Scotland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),S92000003,12.3002689447872
2015/16,Scotland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),S92000003,12.9751086527064
2016/17,Scotland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),S92000003,13.294524858401498
2017/18,Scotland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),S92000003,12.9531134931674
